actual,predicted,residual,abs_error,fitness_goal,gender,activity_level
93.3,93.33369697580045,-0.03369697580045283,0.03369697580045283,maintenance,Female,moderate
218.9,209.57380161507405,9.32619838492596,9.32619838492596,fat_loss,Male,moderate
120.9,115.0463272704163,5.853672729583707,5.853672729583707,muscle_gain,Female,light
132.0,122.22283614386879,9.77716385613121,9.77716385613121,muscle_gain,Male,moderate
128.7,125.25939281161791,3.4406071883820744,3.4406071883820744,muscle_gain,Female,very_active
194.5,176.53599332896883,17.96400667103117,17.96400667103117,fat_loss,Male,moderate
145.3,136.26894394072917,9.031056059270838,9.031056059270838,maintenance,Male,active
182.0,170.25172082873848,11.748279171261515,11.748279171261515,fat_loss,Female,active
95.6,90.69493174482403,4.905068255175962,4.905068255175962,maintenance,Female,very_active
91.5,88.36994824627051,3.1300517537294894,3.1300517537294894,maintenance,Female,moderate
106.6,105.62960799866042,0.9703920013395759,0.9703920013395759,muscle_gain,Male,moderate
153.7,150.38556044771076,3.3144395522892296,3.3144395522892296,fat_loss,Female,moderate
106.7,105.70905243767051,0.9909475623294952,0.9909475623294952,muscle_gain,Male,active
221.0,202.3549125120912,18.645087487908796,18.645087487908796,fat_loss,Male,moderate
216.0,180.86672985743866,35.133270142561344,35.133270142561344,fat_loss,Male,very_active
165.8,163.28291262256383,2.5170873774361837,2.5170873774361837,muscle_gain,Male,active
103.8,107.95850275085087,-4.158502750850872,4.158502750850872,muscle_gain,Male,active
257.7,251.83938817030386,5.860611829696126,5.860611829696126,fat_loss,Male,light
77.1,80.47360400175938,-3.3736040017593893,3.3736040017593893,maintenance,Male,light
104.5,113.03784093339333,-8.537840933393326,8.537840933393326,maintenance,Male,sedentary
98.2,96.36019453161117,1.8398054683888319,1.8398054683888319,muscle_gain,Female,active
244.8,253.37565269653666,-8.57565269653665,8.57565269653665,fat_loss,Male,active
82.9,95.63963411346677,-12.739634113466764,12.739634113466764,muscle_gain,Male,moderate
81.8,88.39502644737917,-6.595026447379169,6.595026447379169,maintenance,Male,light
222.4,235.4777175149731,-13.077717514973102,13.077717514973102,fat_loss,Male,moderate
248.5,242.95783742416864,5.542162575831355,5.542162575831355,fat_loss,Male,light
160.5,170.01283259282954,-9.51283259282954,9.51283259282954,fat_loss,Male,active
119.5,132.94487444466006,-13.444874444660059,13.444874444660059,maintenance,Male,very_active
150.0,151.23951272373398,-1.2395127237339807,1.2395127237339807,fat_loss,Female,moderate
120.3,121.86745021073446,-1.5674502107344637,1.5674502107344637,fat_loss,Female,moderate
94.5,90.01178714453954,4.488212855460461,4.488212855460461,maintenance,Male,moderate
226.5,225.01361143145203,1.4863885685479659,1.4863885685479659,fat_loss,Male,moderate
81.5,90.67891748283664,-9.178917482836638,9.178917482836638,maintenance,Male,moderate
216.9,218.96807082253665,-2.06807082253664,2.06807082253664,fat_loss,Male,sedentary
188.2,172.517397213513,15.682602786486996,15.682602786486996,fat_loss,Female,active
144.3,132.89345278860455,11.406547211395463,11.406547211395463,fat_loss,Female,moderate
287.5,277.33799632192967,10.162003678070334,10.162003678070334,fat_loss,Male,light
263.3,237.00640864621934,26.29359135378067,26.29359135378067,fat_loss,Male,light
223.7,233.7356426092661,-10.03564260926612,10.03564260926612,fat_loss,Male,light
176.2,181.53263544631898,-5.332635446318989,5.332635446318989,muscle_gain,Male,very_active
143.2,155.46030267456354,-12.260302674563547,12.260302674563547,muscle_gain,Male,moderate
101.2,116.1591009770051,-14.959100977005093,14.959100977005093,maintenance,Female,light
141.8,134.1031573693775,7.696842630622513,7.696842630622513,fat_loss,Female,light
161.3,164.24955532596442,-2.949555325964411,2.949555325964411,muscle_gain,Male,very_active
208.4,198.83662765459806,9.563372345401945,9.563372345401945,fat_loss,Male,light
185.4,183.65521927085945,1.7447807291405582,1.7447807291405582,fat_loss,Male,very_active
86.3,97.50403696059566,-11.204036960595658,11.204036960595658,muscle_gain,Female,active
174.7,170.1249382416611,4.575061758338876,4.575061758338876,muscle_gain,Male,very_active
111.6,114.96447593496319,-3.3644759349631954,3.3644759349631954,maintenance,Male,moderate
269.4,247.18428264808438,22.2157173519156,22.2157173519156,fat_loss,Male,sedentary
201.9,190.64057559433758,11.259424405662429,11.259424405662429,fat_loss,Male,very_active
169.6,162.40614889704997,7.1938511029500205,7.1938511029500205,muscle_gain,Male,very_active
107.5,105.0327256678677,2.4672743321323054,2.4672743321323054,muscle_gain,Male,light
98.0,100.80997898862944,-2.809978988629439,2.809978988629439,muscle_gain,Male,light
154.7,150.6537574629994,4.04624253700058,4.04624253700058,fat_loss,Female,light
129.2,124.5352789126786,4.664721087321382,4.664721087321382,muscle_gain,Male,moderate
124.6,122.63843958468668,1.9615604153133148,1.9615604153133148,muscle_gain,Female,moderate
135.6,134.34482138103593,1.2551786189640666,1.2551786189640666,fat_loss,Female,moderate
173.4,173.88677724569723,-0.48677724569722614,0.48677724569722614,fat_loss,Female,light
95.8,99.95413849097912,-4.154138490979122,4.154138490979122,muscle_gain,Female,active
97.1,94.37505275778324,2.724947242216757,2.724947242216757,muscle_gain,Female,moderate
190.6,179.14966374609304,11.450336253906954,11.450336253906954,muscle_gain,Male,active
170.7,163.08156147772456,7.618438522275426,7.618438522275426,fat_loss,Male,moderate
152.7,137.48423193490802,15.215768065091964,15.215768065091964,muscle_gain,Female,moderate
108.8,113.27158131714546,-4.471581317145464,4.471581317145464,maintenance,Male,sedentary
102.6,110.66706504560013,-8.067065045600131,8.067065045600131,muscle_gain,Female,very_active
105.0,111.20154910646163,-6.201549106461627,6.201549106461627,maintenance,Female,light
163.4,153.17678835749683,10.223211642503173,10.223211642503173,fat_loss,Female,light
119.0,115.1513403936858,3.8486596063142002,3.8486596063142002,maintenance,Female,moderate
177.9,174.90986777963394,2.990132220366064,2.990132220366064,fat_loss,Male,moderate
201.4,177.04120889923138,24.358791100768627,24.358791100768627,fat_loss,Female,light
77.2,83.3448050878596,-6.144805087859595,6.144805087859595,maintenance,Female,light
240.6,257.83234247572136,-17.232342475721367,17.232342475721367,fat_loss,Male,moderate
154.9,141.15095831135957,13.749041688640432,13.749041688640432,muscle_gain,Female,light
103.8,100.14829703906803,3.6517029609319707,3.6517029609319707,muscle_gain,Female,light
243.6,254.77477714178036,-11.174777141780368,11.174777141780368,fat_loss,Male,active
162.8,188.98682365278077,-26.18682365278076,26.18682365278076,fat_loss,Male,active
135.6,134.3262237454875,1.2737762545124838,1.2737762545124838,fat_loss,Female,moderate
120.3,112.58760162743961,7.712398372560386,7.712398372560386,muscle_gain,Female,very_active
104.4,88.97724039016437,15.422759609835637,15.422759609835637,maintenance,Female,light
148.4,153.86967847807355,-5.469678478073547,5.469678478073547,fat_loss,Female,moderate
104.0,100.00519118656463,3.9948088134353696,3.9948088134353696,maintenance,Female,moderate
287.5,280.37961428486386,7.120385715136138,7.120385715136138,fat_loss,Male,active
163.6,158.73679369147396,4.863206308526031,4.863206308526031,muscle_gain,Female,active
95.9,89.90634399763357,5.993656002366436,5.993656002366436,maintenance,Female,active
68.2,71.68393867010077,-3.4839386701007697,3.4839386701007697,maintenance,Female,moderate
116.8,126.64666834937863,-9.846668349378632,9.846668349378632,muscle_gain,Female,moderate
101.7,98.14829936926824,3.5517006307317587,3.5517006307317587,maintenance,Female,light
111.8,105.9815645160246,5.818435483975392,5.818435483975392,muscle_gain,Male,moderate
99.1,113.31242860533361,-14.212428605333614,14.212428605333614,maintenance,Male,light
159.4,168.1852785329577,-8.785278532957705,8.785278532957705,muscle_gain,Male,very_active
122.9,110.61370296564037,12.286297034359634,12.286297034359634,muscle_gain,Female,very_active
132.5,125.82409301339361,6.6759069866063925,6.6759069866063925,muscle_gain,Female,moderate
100.9,98.45648588907025,2.4435141109297547,2.4435141109297547,maintenance,Male,light
