actual,predicted,residual,abs_error,fitness_goal,gender,activity_level
2399.3,2510.3324310846624,-111.03243108466222,111.03243108466222,fat_loss,Male,moderate
1901.4,1951.4757814814798,-50.07578148147968,50.07578148147968,muscle_gain,Female,moderate
2112.1,2208.4247076719553,-96.32470767195537,96.32470767195537,maintenance,Female,moderate
2596.1,2644.215069907412,-48.11506990741191,48.11506990741191,fat_loss,Male,moderate
1905.7,1887.0665412698418,18.63345873015828,18.63345873015828,muscle_gain,Female,light
2457.9,2275.519773809525,182.38022619047524,182.38022619047524,muscle_gain,Male,moderate
3013.8,3191.8592639550266,-178.05926395502638,178.05926395502638,muscle_gain,Female,very_active
2033.5,2187.889735912699,-154.38973591269905,154.38973591269905,fat_loss,Male,moderate
3082.1,2575.111308002645,506.9886919973551,506.9886919973551,maintenance,Male,active
2222.0,2140.1227690476207,81.87723095237925,81.87723095237925,fat_loss,Female,active
2540.8,2630.2670162698378,-89.46701626983759,89.46701626983759,maintenance,Female,very_active
1946.3,1957.249358002647,-10.949358002647159,10.949358002647159,maintenance,Female,moderate
2097.2,2057.66437785594,39.535622144059744,39.535622144059744,muscle_gain,Male,moderate
1715.1,1751.4854825396808,-36.38548253968088,36.38548253968088,fat_loss,Female,moderate
2381.4,2221.265416997354,160.1345830026462,160.1345830026462,muscle_gain,Male,active
2334.9,2185.3265408730185,149.57345912698156,149.57345912698156,fat_loss,Male,moderate
3110.8,3175.0936470238057,-64.29364702380553,64.29364702380553,fat_loss,Male,very_active
4017.7,3996.914897089948,20.78510291005159,20.78510291005159,muscle_gain,Male,active
2549.0,2208.949069642855,340.0509303571448,340.0509303571448,muscle_gain,Male,active
2475.3,2505.9221511904734,-30.622151190473232,30.622151190473232,fat_loss,Male,light
1653.6,1655.0666331709938,-1.4666331709938731,1.4666331709938731,maintenance,Male,light
1825.0,1925.8494794973549,-100.84947949735488,100.84947949735488,maintenance,Male,sedentary
2005.2,1994.201564484127,10.998435515873098,10.998435515873098,muscle_gain,Female,active
3089.9,2945.7758335978883,144.12416640211177,144.12416640211177,fat_loss,Male,active
2024.5,1960.3482306878293,64.1517693121707,64.1517693121707,muscle_gain,Male,moderate
1591.3,1745.9552140873036,-154.65521408730365,154.65521408730365,maintenance,Male,light
2961.1,2768.995565939155,192.10443406084505,192.10443406084505,fat_loss,Male,moderate
2379.3,2523.201665596439,-143.90166559643876,143.90166559643876,fat_loss,Male,light
2270.8,2110.220104563494,160.57989543650638,160.57989543650638,fat_loss,Male,active
3855.9,3687.0332008597907,168.86679914020942,168.86679914020942,maintenance,Male,very_active
1890.6,1942.6651781084656,-52.065178108465716,52.065178108465716,fat_loss,Female,moderate
1519.8,1681.5869365740741,-161.78693657407416,161.78693657407416,fat_loss,Female,moderate
1993.5,2110.5584355699866,-117.05843556998661,117.05843556998661,maintenance,Male,moderate
2415.5,2493.625562301588,-78.12556230158816,78.12556230158816,fat_loss,Male,moderate
1898.9,1956.223431752047,-57.32343175204687,57.32343175204687,maintenance,Male,moderate
2340.6,2332.874569708996,7.725430291003704,7.725430291003704,fat_loss,Male,sedentary
2124.1,2028.3250880290998,95.77491197090012,95.77491197090012,fat_loss,Female,active
1570.3,1661.3141468915323,-91.01414689153239,91.01414689153239,fat_loss,Female,moderate
2680.7,2697.7894892195754,-17.089489219575626,17.089489219575626,fat_loss,Male,light
2251.9,2424.5505396825374,-172.65053968253733,172.65053968253733,fat_loss,Male,light
2414.3,2481.8567729497377,-67.55677294973748,67.55677294973748,fat_loss,Male,light
4296.7,4371.081353174606,-74.38135317460637,74.38135317460637,muscle_gain,Male,very_active
2750.7,2660.105306944445,90.59469305555467,90.59469305555467,muscle_gain,Male,moderate
1824.3,1942.1011900793649,-117.80119007936491,117.80119007936491,maintenance,Female,light
1429.2,1446.4992855759995,-17.29928557599942,17.29928557599942,fat_loss,Female,light
4109.3,4116.656806018522,-7.356806018521638,7.356806018521638,muscle_gain,Male,very_active
2162.8,2156.9610410052915,5.838958994708719,5.838958994708719,fat_loss,Male,light
2983.4,3027.504502645503,-44.10450264550309,44.10450264550309,fat_loss,Male,very_active
2174.2,2103.5902358044723,70.60976419552753,70.60976419552753,muscle_gain,Female,active
4488.0,4344.1813616402105,143.81863835978947,143.81863835978947,muscle_gain,Male,very_active
2283.0,2279.135833513708,3.864166486292106,3.864166486292106,maintenance,Male,moderate
2577.0,2582.3196730158716,-5.319673015871558,5.319673015871558,fat_loss,Male,sedentary
3161.7,3048.8739243386244,112.8260756613754,112.8260756613754,fat_loss,Male,very_active
3995.9,3953.5170718254003,42.38292817459978,42.38292817459978,muscle_gain,Male,very_active
1767.6,1838.8608602633471,-71.26086026334724,71.26086026334724,muscle_gain,Male,light
1864.7,1779.4745105940333,85.22548940596675,85.22548940596675,muscle_gain,Male,light
1681.2,1673.253861417748,7.946138582251933,7.946138582251933,fat_loss,Female,light
2415.3,2323.668518849203,91.6314811507973,91.6314811507973,muscle_gain,Male,moderate
2262.5,2084.398353240741,178.10164675925898,178.10164675925898,muscle_gain,Female,moderate
1582.7,1699.2997622655123,-116.59976226551225,116.59976226551225,fat_loss,Female,moderate
1644.3,1767.2312949074078,-122.93129490740785,122.93129490740785,fat_loss,Female,light
2144.4,2052.4152591269826,91.98474087301747,91.98474087301747,muscle_gain,Female,active
1940.9,1948.9761289201522,-8.076128920152087,8.076128920152087,muscle_gain,Female,moderate
4187.4,3935.342159126986,252.05784087301345,252.05784087301345,muscle_gain,Male,active
1909.9,1890.6645192460335,19.235480753966613,19.235480753966613,fat_loss,Male,moderate
2320.3,2386.7431667869164,-66.44316678691621,66.44316678691621,muscle_gain,Female,moderate
1796.7,1898.930303968254,-102.23030396825402,102.23030396825402,maintenance,Male,sedentary
2887.2,2949.7518552008187,-62.55185520081886,62.55185520081886,muscle_gain,Female,very_active
2019.9,2027.477949074072,-7.577949074071967,7.577949074071967,maintenance,Female,light
1621.6,1635.7303730158726,-14.130373015872692,14.130373015872692,fat_loss,Female,light
2339.0,2475.119006487493,-136.11900648749315,136.11900648749315,maintenance,Female,moderate
2125.3,2139.5667980820112,-14.266798082011064,14.266798082011064,fat_loss,Male,moderate
1707.4,1762.8175417989435,-55.417541798943375,55.417541798943375,fat_loss,Female,light
1416.1,1538.0591701779676,-121.95917017796774,121.95917017796774,maintenance,Female,light
3181.8,2845.450722474749,336.3492775252512,336.3492775252512,fat_loss,Male,moderate
2177.9,2058.255749200336,119.64425079966395,119.64425079966395,muscle_gain,Female,light
1727.6,1629.9223287037019,97.67767129629806,97.67767129629806,muscle_gain,Female,light
2890.8,2944.5873679894175,-53.78736798941736,53.78736798941736,fat_loss,Male,active
2578.2,2249.020501160414,329.1794988395859,329.1794988395859,fat_loss,Male,active
1546.1,1668.8699923941779,-122.76999239417796,122.76999239417796,fat_loss,Female,moderate
2832.3,2961.1362229497345,-128.8362229497343,128.8362229497343,muscle_gain,Female,very_active
1608.2,1737.060994781146,-128.86099478114602,128.86099478114602,maintenance,Female,light
1881.6,1975.0808535052922,-93.48085350529232,93.48085350529232,fat_loss,Female,moderate
2100.3,2077.3535419312175,22.946458068782704,22.946458068782704,maintenance,Female,moderate
3646.9,3233.151490873013,413.7485091269873,413.7485091269873,fat_loss,Male,active
3295.5,2727.745642652718,567.7543573472822,567.7543573472822,muscle_gain,Female,active
2147.5,1992.1750818362207,155.32491816377933,155.32491816377933,maintenance,Female,active
1493.2,1639.29680403439,-146.09680403439006,146.09680403439006,maintenance,Female,moderate
2160.3,2103.8586457010574,56.44135429894277,56.44135429894277,muscle_gain,Female,moderate
1881.7,1850.5675099867742,31.132490013225834,31.132490013225834,maintenance,Female,light
2167.7,2124.1549233465616,43.54507665343817,43.54507665343817,muscle_gain,Male,moderate
2150.8,2112.425314880951,38.37468511904899,38.37468511904899,maintenance,Male,light
4238.4,4158.0010613756685,80.3989386243311,80.3989386243311,muscle_gain,Male,very_active
2981.5,2902.2839637566162,79.21603624338377,79.21603624338377,muscle_gain,Female,very_active
2305.5,2074.884009193122,230.61599080687802,230.61599080687802,muscle_gain,Female,moderate
1849.2,2035.2141673280423,-186.01416732804228,186.01416732804228,maintenance,Male,light
