age,gender,weight_kg,height_m,max_bpm,avg_bpm,resting_bpm,session_duration_h,calories_burned,workout_type,fat_percentage,water_intake_l,workout_frequency,experience_level,bmi,height_cm,bmi_supplied,fitness_goal,body_fat_source,body_fat_pct,bmr,lean_body_mass_kg,activity_level,activity_multiplier,tdee,calorie_factor,protein_coefficient,calorie_target_clean,protein_target_clean,calorie_target,protein_target,bmi_category
45,Male,84.9,1.86,186,136,66,1.64,1104.0,HIIT,14.2,3.5,5,3,24.540409295872355,186.0,24.54,maintenance,measured,14.2,1943.4347200000002,72.8442,very_active,1.9,3692.5259680000004,0.9775682481395983,1.6924317233654693,3609.6961417477346,143.68745331372835,3631.8,146.3,normal
33,Female,78.0,1.68,183,135,55,1.29,871.0,HIIT,32.3,1.8,3,2,27.636054421768712,168.0,27.64,fat_loss,measured,32.3,1510.6096000000002,52.806000000000004,moderate,1.55,2341.4448800000005,0.7970921427559282,2.2198418691585755,1866.3473165440976,173.1476657943689,1719.1,177.1,overweight
32,Male,108.2,1.8,172,138,53,1.27,964.0,HIIT,28.4,3.5,3,1,33.39506172839506,180.0,33.4,fat_loss,measured,28.4,2043.3779200000001,77.4712,moderate,1.5250000000000001,3116.1513280000004,0.7950009644898236,2.1353067052477654,2477.3433112562448,231.04018550780822,2472.4,221.0,obese
20,Female,65.4,1.52,185,127,50,1.03,654.0,Yoga,28.0,2.2,4,2,28.30678670360111,152.0,28.31,muscle_gain,measured,28.0,1387.1008000000002,47.088,moderate,1.55,2150.00624,1.127552254529486,2.147193902760997,2424.244383164463,140.42648124056922,2409.4,138.9,overweight
54,Female,50.2,1.61,188,157,67,1.48,1046.0,HIIT,28.2,2.7,2,1,19.36653678484626,161.0,19.37,maintenance,measured,28.2,1148.54176,36.0436,light,1.35,1550.5313760000001,0.9730371857379062,1.7093974401277734,1508.7246865013635,85.81175149441422,1437.6,87.9,normal
24,Female,58.9,1.51,187,157,68,1.04,816.0,Cardio,31.7,2.5,2,1,25.832200342090257,151.0,25.83,fat_loss,measured,31.7,1238.9399200000003,40.2287,light,1.35,1672.5688920000005,0.8025485189663769,2.3702743600517753,1362.8339120000003,139.60915980704956,1362.8,138.4,overweight
38,Male,81.4,1.71,187,148,58,1.52,1237.0,HIIT,10.2,3.5,5,3,27.837625252214362,171.0,27.84,muscle_gain,measured,10.2,1948.8995200000002,73.0972,very_active,1.9,3702.9090880000003,1.127770828108066,1.8759538836327712,4176.032848582644,152.7026461277076,4267.6,148.7,overweight
26,Male,127.6,1.73,167,160,62,1.32,1162.0,Strength,27.3,2.9,3,1,42.63423435463931,173.0,42.63,fat_loss,measured,27.3,2373.72832,92.7652,moderate,1.5250000000000001,3619.9356880000005,0.785958526216093,2.3650672802482866,2845.119318337519,301.78258495968134,2820.1,299.6,obese
56,Female,59.3,1.56,182,155,57,1.26,879.0,Cardio,33.4,2.6,4,2,24.367192636423404,156.0,24.37,fat_loss,measured,33.4,1223.06608,39.4938,active,1.725,2109.7889880000002,0.7970712543011219,2.1717643642189164,1681.6521549758547,128.78562679818174,1653.7,127.4,normal
35,Male,96.9,1.71,188,145,72,1.34,1069.0,Strength,24.2,2.9,3,2,33.138401559454195,171.0,33.14,fat_loss,measured,24.2,1956.5243200000002,73.45020000000001,moderate,1.55,3032.6126960000006,0.8052275874576573,2.104985007752725,2441.9434048935423,203.97304725123905,2483.9,208.6,obese
21,Male,62.6,1.81,164,150,62,1.3,1072.0,Strength,27.6,3.5,4,2,19.10808583376576,181.0,19.11,fat_loss,measured,27.6,1348.9638400000001,45.3224,active,1.725,2326.9626240000002,0.7951982555286194,2.059492901525763,1850.396619285099,128.92425563551276,1865.6,130.6,normal
42,Male,45.5,1.6,166,163,64,1.31,1057.0,Strength,21.7,2.6,3,2,17.773437499999996,160.0,17.77,muscle_gain,measured,21.7,1139.5324,35.6265,moderate,1.55,1766.2752200000002,1.1208918167576565,1.8192300161845465,1979.8034402398296,82.77496573639687,2024.5,82.9,underweight
31,Female,48.8,1.51,195,131,60,1.48,969.0,Cardio,28.2,2.0,2,1,21.402570062716546,151.0,21.4,maintenance,measured,28.2,1126.82944,35.038399999999996,light,1.35,1521.219744,0.9948736600987668,1.7225175637213392,1513.421454527789,84.05885710960135,1486.7,83.1,normal
26,Female,44.3,1.6,186,136,61,1.08,734.0,Cardio,34.7,2.0,3,1,17.304687499999996,160.0,17.3,muscle_gain,measured,34.7,994.84264,28.927899999999998,moderate,1.5250000000000001,1517.1350260000002,1.1046656921078428,2.1563428176622828,1675.9270135173404,95.52598682243912,1682.0,97.8,underweight
43,Male,113.2,1.83,161,134,63,1.45,962.0,Yoga,29.9,2.9,4,2,33.802143987578006,183.0,33.8,fat_loss,measured,29.9,2084.02912,79.35320000000002,active,1.725,3594.9502320000006,0.8093998200294659,2.1633430712804365,2909.752070795687,244.8904356689454,3089.9,244.8,obese
19,Female,60.5,1.59,184,128,53,1.14,730.0,Cardio,30.1,2.2,2,1,23.93101538704956,159.0,23.93,fat_loss,measured,30.1,1283.4532000000002,42.289500000000004,light,1.35,1732.6618200000003,0.7837027930786196,2.355060839552257,1411.7985200000003,142.48118079291154,1429.2,141.8,normal
37,Male,124.2,1.76,168,158,50,1.5,1304.0,HIIT,29.3,2.8,2,1,40.09555785123967,176.0,40.1,fat_loss,measured,29.3,2266.6830400000003,87.80940000000001,moderate,1.5250000000000001,3456.691636000001,0.809025971594614,2.2543326124420004,2796.5533093178765,279.9881104652965,2769.7,280.0,obese
45,Male,52.4,1.85,186,161,73,1.2,956.0,Strength,25.2,2.5,3,1,15.310445580715848,185.0,15.31,muscle_gain,measured,25.2,1216.61632,39.1952,moderate,1.5250000000000001,1855.3398880000002,1.10414357579786,2.0676264676787266,2048.561618256721,108.34362690636527,2097.2,106.6,underweight
24,Male,54.7,1.74,160,167,53,0.84,772.0,Yoga,22.9,3.6,3,1,18.06711586735368,174.0,18.07,maintenance,measured,22.9,1280.95192,42.173700000000004,light,1.35,1729.285092,1.0023474290593186,1.571581966821941,1733.3444660768073,85.96553358516019,1767.5,87.7,underweight
25,Male,88.1,1.95,182,131,68,1.41,1016.0,Cardio,22.7,3.0,2,1,23.1689677843524,195.0,23.17,fat_loss,measured,22.7,1840.98808,68.1013,light,1.35,2485.333908,0.8225384491464578,2.3077300741382683,2044.2826982974252,203.31101953158142,2162.8,207.7,normal
52,Female,59.7,1.71,169,151,58,1.23,836.0,Strength,34.3,2.0,3,1,20.41653842207859,171.0,20.42,muscle_gain,measured,34.3,1217.2146400000001,39.2229,moderate,1.5250000000000001,1856.2523260000005,1.1144398130155813,1.8909223038583385,2068.6814950971784,112.88806154034282,2057.0,110.0,normal
31,Female,79.7,1.54,184,144,59,1.03,742.0,Cardio,26.7,2.3,4,2,33.60600438522517,154.0,33.61,fat_loss,measured,26.7,1631.87416,58.4201,moderate,1.55,2529.4049480000003,0.7841372428344217,2.250145820164626,1983.400621936464,179.3366218671207,1999.6,183.8,obese
34,Female,51.0,1.62,162,158,53,1.42,1122.0,Yoga,30.8,2.4,3,2,19.43301326017375,162.0,19.43,maintenance,measured,30.8,1132.3072,35.291999999999994,moderate,1.55,1755.07616,0.989228805534188,1.4024219954872736,1736.1718933783295,71.52352176985096,1783.4,72.4,normal
53,Male,84.2,1.76,165,137,69,1.67,1133.0,Cardio,12.8,3.5,5,3,27.182334710743802,176.0,27.18,fat_loss,measured,12.8,1955.92384,73.4224,very_active,1.9,3716.255296,0.8012249596743697,2.1452206071344535,2977.5564996772628,180.627575120721,3017.5,181.7,overweight
57,Male,122.1,1.89,165,134,58,1.13,750.0,Cardio,27.4,3.6,3,1,34.181573864113545,189.0,34.18,fat_loss,measured,27.4,2284.72336,88.6446,moderate,1.5250000000000001,3484.203124,0.8106082803364898,2.0681379226358483,2824.3239026886654,252.51964035383708,2797.1,254.0,obese
21,Male,96.7,1.72,161,151,62,1.26,1046.0,Strength,25.0,2.8,3,1,32.68658734451055,172.0,32.69,fat_loss,measured,25.0,1936.5400000000002,72.525,moderate,1.5250000000000001,2953.2235000000005,0.7875765915199839,2.3639781163432687,2325.8896981267176,228.5966838503941,2415.8,225.7,obese
19,Female,73.0,1.79,177,125,61,0.81,506.0,HIIT,27.7,1.6,3,1,22.783308885490467,179.0,22.78,muscle_gain,measured,27.7,1510.0264000000002,52.779,light,1.35,2038.5356400000003,1.100198068186181,2.1447034584588365,2242.7929730566802,156.56335246749506,2104.1,156.8,normal
23,Male,114.8,1.6,182,163,60,1.47,1318.0,Cardio,21.7,2.7,4,2,44.84374999999999,160.0,44.84,fat_loss,measured,21.7,2311.58944,89.8884,active,1.725,3987.4917840000007,0.8221541156713402,2.208013804153681,3278.3327814212553,253.4799847168426,3288.1,245.8,obese
59,Female,65.5,1.52,161,162,61,1.4,1021.0,Yoga,31.2,2.1,3,2,28.350069252077564,152.0,28.35,fat_loss,measured,31.2,1343.3824,45.06399999999999,moderate,1.55,2082.24272,0.8027544658977498,2.21647779816762,1671.529642563078,145.1792957799791,1687.6,145.8,overweight
21,Female,50.3,1.52,171,154,67,1.08,832.0,Cardio,32.2,2.6,3,1,21.77112188365651,152.0,21.77,maintenance,measured,32.2,1106.63344,34.10339999999999,moderate,1.5250000000000001,1687.6159960000002,1.0044178365292726,1.7989721165308878,1695.0716075945138,90.48829746150365,1631.4,90.7,normal
46,Female,61.0,1.71,181,153,61,1.67,1150.0,Cardio,17.8,2.7,4,3,20.86111966075032,171.0,20.86,muscle_gain,measured,17.8,1453.0672,50.141999999999996,active,1.75,2542.8676,1.1400664081528225,1.80225330703262,2899.037931140188,109.93745172898983,2936.4,107.6,normal
35,Female,44.6,1.62,196,157,65,0.56,440.0,HIIT,32.4,2.0,2,1,16.99436061575979,162.0,16.99,maintenance,measured,32.4,1021.23136,30.1496,sedentary,1.2,1225.4776319999999,1.0157948222755102,1.5743510083714671,1244.833833400053,70.21605497336743,1232.9,70.1,underweight
43,Female,58.2,1.61,179,124,54,1.04,580.0,Strength,26.4,2.6,3,2,22.452837467690287,161.0,22.45,muscle_gain,measured,26.4,1295.24032,42.8352,moderate,1.55,2007.6224960000002,1.143096703257495,2.1574041482089332,2294.906656563184,125.56092142575991,2243.9,122.2,normal
51,Female,44.8,1.63,198,137,69,1.08,666.0,Yoga,33.8,2.1,4,2,16.861756182016634,163.0,16.86,muscle_gain,measured,33.8,1010.60416,29.6576,moderate,1.55,1566.436448,1.116097551833534,2.1597217856780695,1748.295884715617,96.75553599837751,1727.1,97.3,underweight
27,Male,87.5,1.63,183,135,74,1.75,1299.0,Strength,12.9,3.5,5,3,32.933117543001245,163.0,32.93,fat_loss,measured,12.9,2016.1900000000003,76.2125,very_active,1.9,3830.7610000000004,0.7896897276719673,2.1083734394918756,3025.1126108663934,184.48267595553912,3185.3,185.6,obese
53,Male,51.8,1.74,179,127,61,1.23,773.0,Strength,21.3,3.7,3,2,17.10926146122341,174.0,17.11,muscle_gain,measured,21.3,1250.55856,40.7666,moderate,1.55,1938.365768,1.1006351791107316,2.0860437083975567,2133.4335542447907,108.05706409499344,2167.7,111.8,underweight
31,Female,64.4,1.7,160,144,70,1.97,1418.0,Strength,17.3,2.7,5,3,22.28373702422146,170.0,22.28,muscle_gain,measured,17.3,1520.3900800000001,53.2588,very_active,1.9,2888.741152,1.1198028525602808,2.0568086268876775,3234.820582317872,132.45847557156645,3029.7,135.3,normal
48,Female,67.1,1.61,160,151,74,0.62,421.0,Cardio,33.4,1.5,2,1,25.886346977354265,161.0,25.89,fat_loss,measured,33.4,1335.27376,44.6886,sedentary,1.2,1602.328512,0.8103252569277037,2.238347469136318,1468.8011360000003,150.1931151790469,1487.5,150.1,overweight
32,Male,85.9,1.6,176,145,60,1.99,1587.0,HIIT,14.5,3.5,5,3,33.55468749999999,160.0,33.55,fat_loss,measured,14.5,1956.4012000000002,73.4445,very_active,1.9,3717.1622800000005,0.8083258815617304,2.177308008703823,3004.678476889012,187.0307579476584,3012.3,180.3,obese
25,Female,65.4,1.77,160,141,58,0.89,627.0,Cardio,27.6,2.6,3,1,20.875227425069426,177.0,20.88,maintenance,measured,27.6,1392.7513600000002,47.3496,light,1.35,1880.2143360000005,1.0227289731539884,1.490254454024301,1922.9496771666886,97.4626412931893,1892.5,102.3,normal
31,Female,61.1,1.76,189,150,67,1.81,1358.0,Yoga,18.6,2.7,4,3,19.72494834710744,176.0,19.72,maintenance,measured,18.6,1444.28464,49.7354,very_active,1.9,2744.140816,1.0196666993838515,1.6865755261004276,2798.109008495229,103.04976464473613,2784.5,106.2,normal
40,Male,106.5,1.65,162,162,74,1.32,1176.0,HIIT,21.0,3.6,4,2,39.11845730027549,165.0,39.12,fat_loss,measured,21.0,2187.3160000000003,84.135,active,1.725,3773.1201000000005,0.8048267644747897,2.2145300771084337,3036.7080420577954,235.8474532120482,2951.0,234.3,obese
57,Female,64.0,1.52,170,129,52,1.73,1004.0,Strength,15.2,2.7,5,3,27.700831024930746,152.0,27.7,maintenance,measured,15.2,1542.2752,54.272,very_active,1.9,2930.3228799999997,0.9773614616995348,1.407488822347162,2863.9846532483903,90.07928463021837,2897.9,89.6,overweight
38,Female,61.4,1.54,183,131,69,1.47,963.0,HIIT,30.6,2.7,3,2,25.889694720863552,154.0,25.89,fat_loss,measured,30.6,1290.4105599999998,42.611599999999996,moderate,1.55,2000.1363679999997,0.8050288300907549,2.2672867243830312,1610.1674403530114,139.21140487711813,1582.7,135.6,overweight
33,Female,40.5,1.63,181,147,66,1.07,786.0,Yoga,31.9,1.5,4,2,15.243328691332005,163.0,15.24,muscle_gain,measured,31.9,965.7388000000001,27.5805,moderate,1.55,1496.89514,1.145974304454984,1.871242845108182,1715.403366903546,75.78533522688137,1700.4,74.3,underweight
35,Male,70.1,1.79,185,125,63,1.08,743.0,Cardio,28.0,2.3,3,2,21.878218532505226,179.0,21.88,fat_loss,measured,28.0,1460.1951999999999,50.471999999999994,moderate,1.55,2263.30256,0.8240427905539524,2.153428155822587,1865.0581574103041,150.95531372316336,1807.2,146.8,normal
41,Male,94.1,1.62,172,139,50,1.13,777.0,Cardio,23.4,3.1,4,2,35.85581466239901,162.0,35.86,fat_loss,measured,23.4,1926.9409600000001,72.0806,moderate,1.55,2986.7584880000004,0.8137037796653198,2.0648311057496507,2430.336670633076,194.3006070510421,2538.3,189.5,obese
43,Male,55.5,1.82,160,124,66,1.08,663.0,Strength,20.1,2.0,3,1,16.755222799178842,182.0,16.76,muscle_gain,measured,20.1,1327.8411999999998,44.3445,moderate,1.5250000000000001,2024.9578299999998,1.1329452869885015,2.1205775317118176,2294.166429848963,117.69205301000588,2127.3,112.1,underweight
42,Female,53.7,1.72,183,142,74,1.37,875.0,Cardio,29.8,1.6,3,1,18.151703623580318,172.0,18.15,maintenance,measured,29.8,1184.26384,37.6974,moderate,1.5250000000000001,1806.0023560000002,1.01974192712674,1.508389617319397,1841.656322902873,81.00052245005162,1823.4,82.5,underweight
58,Female,66.1,1.75,169,128,57,0.63,363.0,Cardio,25.2,1.8,2,1,21.583673469387755,175.0,21.58,muscle_gain,measured,25.2,1437.96448,49.4428,sedentary,1.2,1725.557376,1.1343519205337387,1.9134757596949679,1957.3893234567586,126.48074771583737,1777.1,129.1,normal
46,Male,103.9,1.77,194,148,54,1.18,864.0,Yoga,20.9,2.9,2,1,33.164161000989495,177.0,33.16,fat_loss,measured,20.9,2145.1938400000004,82.18490000000001,light,1.35,2896.0116840000005,0.8112096425496627,2.062169018118834,2359.7132240000005,214.25936098254687,2375.8,222.2,obese
32,Female,61.7,1.58,183,135,54,1.87,1262.0,HIIT,16.6,2.7,5,3,24.715590450248357,158.0,24.72,muscle_gain,measured,16.6,1481.48848,51.4578,very_active,1.9,2814.8281119999997,1.1200880795038035,1.9918410271367781,3152.855414103397,122.89659137433921,3048.2,122.6,normal
18,Female,52.3,1.74,187,165,58,1.2,990.0,Cardio,29.4,2.2,2,1,17.27440877262518,174.0,17.27,muscle_gain,measured,29.4,1167.5540799999999,36.92379999999999,light,1.35,1576.1980079999998,1.1199753381282036,1.880085178798516,1765.3028969668007,98.32845485116238,1785.6,95.3,underweight
42,Female,59.5,1.74,195,141,52,1.78,1129.0,Yoga,16.4,2.7,5,3,19.652530056810676,174.0,19.65,muscle_gain,measured,16.4,1444.4272,49.742000000000004,very_active,1.9,2744.41168,1.1243171768961087,2.0581478118929866,3085.589192298307,122.4597948076327,3015.9,125.6,normal
24,Female,72.9,1.76,175,127,68,0.86,546.0,Yoga,30.8,1.5,3,1,23.53434917355372,176.0,23.53,muscle_gain,measured,30.8,1459.6508800000001,50.4468,light,1.35,1970.5286880000003,1.1440864949473315,1.9851791515886943,2254.455259847084,144.71956015081582,2381.9,149.5,normal
26,Female,76.7,1.63,199,139,72,1.08,751.0,Strength,25.6,1.7,2,1,28.86822989197938,163.0,28.87,fat_loss,measured,25.6,1602.59968,57.0648,light,1.35,2163.5095680000004,0.8120763419409388,2.2306690563141918,1762.859648,171.09231661929851,1846.3,165.2,overweight
41,Male,72.1,1.83,175,133,58,1.13,744.0,Yoga,21.4,2.8,3,2,21.529457433784223,183.0,21.53,fat_loss,measured,21.4,1594.0849600000001,56.6706,moderate,1.55,2470.831688,0.8212732470192696,2.3864670270160713,2029.227963241863,172.06427264785873,1981.6,165.0,normal
18,Female,54.8,1.68,176,158,71,1.27,1003.0,Strength,32.0,2.2,4,2,19.41609977324263,168.0,19.42,fat_loss,measured,32.0,1174.9024,37.263999999999996,active,1.725,2026.70664,0.8051340449029514,2.278132450730178,1631.7705148948698,124.84165830001375,1693.0,120.3,normal
25,Male,105.0,1.88,174,156,67,1.34,1150.0,Cardio,21.4,2.3,3,2,29.708012675418743,188.0,29.71,fat_loss,measured,21.4,2152.648,82.53,moderate,1.55,3336.6044,0.8068232716456427,2.2220574346896877,2692.050078195247,233.31603064241722,2740.1,231.5,overweight
41,Female,55.0,1.55,175,169,65,1.45,1103.0,Strength,31.4,2.0,4,2,22.892819979188342,155.0,22.89,maintenance,measured,31.4,1184.9679999999998,37.73,active,1.725,2044.0697999999998,1.0119275773299212,1.7312148452103517,2068.4506006072565,95.21681648656934,2084.6,92.0,normal
28,Male,81.6,1.66,174,153,50,1.09,917.0,Yoga,20.5,3.5,4,2,29.612425606038613,166.0,29.61,fat_loss,measured,20.5,1771.2352,64.872,moderate,1.55,2745.41456,0.8147288139046572,2.032303178562034,2236.7683481453764,165.83593937066195,2175.7,171.3,overweight
34,Female,75.6,1.6,193,130,51,0.64,416.0,HIIT,29.1,2.7,2,1,29.531249999999993,160.0,29.53,fat_loss,measured,29.1,1527.76864,53.60039999999999,sedentary,1.2,1833.3223679999999,0.7909736728540583,2.114466820327824,1680.5455040000002,159.8536916167835,1680.5,157.5,overweight
25,Male,81.5,1.61,170,159,63,1.93,1688.0,HIIT,10.9,3.5,4,3,31.44168820647351,161.0,31.44,fat_loss,measured,10.9,1938.5164000000002,72.6165,very_active,1.9,3683.18116,0.8263467367958494,2.3873626950626394,3043.5847325939512,194.57005964760512,3076.4,191.1,obese
